Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-01-04 20:50:56,"Pull",20h 58min,"Reverse Fly (Cable)",3,100.0,10,0,0,,,
2023-01-04 20:50:56,"Pull",20h 58min,"Reverse Fly (Cable)",4,100.0,10,0,0,,,
2023-01-04 20:50:56,"Pull",20h 58min,"Bicep Curl (Barbell)",1,20.0,12,0,0,"",,
2023-01-04 20:50:56,"Pull",20h 58min,"Bicep Curl (Barbell)",2,25.0,10,0,0,,,
2023-01-04 20:50:56,"Pull",20h 58min,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2023-01-04 20:50:56,"Pull",20h 58min,"Bicep Curl (Barbell)",4,30.0,10,0,0,,,
2023-01-04 20:50:56,"Pull",20h 58min,"Landmine Row",1,50.0,10,0,0,"",,
2023-01-04 20:50:56,"Pull",20h 58min,"Landmine Row",2,60.0,10,0,0,,,
2023-01-04 20:50:56,"Pull",20h 58min,"Landmine Row",3,60.0,10,0,0,,,
2023-01-04 20:50:56,"Pull",20h 58min,"Landmine Row",4,60.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Bench Press (Barbell)",1,95.0,10,0,0,"","",
2023-01-05 17:49:33,"Push",46min,"Bench Press (Barbell)",2,105.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Bench Press (Barbell)",3,115.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Bench Press (Barbell)",4,125.0,4,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Bench Press (Barbell)",5,115.0,5,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Shoulder Press (Machine)",1,77.5,10,0,0,"",,
2023-01-05 17:49:33,"Push",46min,"Shoulder Press (Machine)",2,80.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Shoulder Press (Machine)",3,80.5,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Shoulder Press (Machine)",4,90.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Fly",1,175.0,10,0,0,"",,
2023-01-05 17:49:33,"Push",46min,"Chest Fly",2,190.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Fly",3,205.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Fly",4,220.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Press (Machine)",1,85.0,10,0,0,"",,
2023-01-05 17:49:33,"Push",46min,"Chest Press (Machine)",2,90.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Press (Machine)",3,95.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Press (Machine)",4,100.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Triceps Extension",1,90.0,10,0,0,"",,
2023-01-05 17:49:33,"Push",46min,"Triceps Extension",2,90.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Triceps Extension",3,100.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Triceps Extension",4,100.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Triceps Extension",5,110.0,9,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Triceps Extension",6,90.0,5,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Triceps Extension",7,90.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Front Raise (Plate)",1,35.0,10,0,0,"",,
2023-01-05 17:49:33,"Push",46min,"Front Raise (Plate)",2,35.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Front Raise (Plate)",3,35.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Fly (Band)",1,90.0,10,0,0,"",,
2023-01-05 17:49:33,"Push",46min,"Chest Fly (Band)",2,100.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Fly (Band)",3,110.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Chest Fly (Band)",4,120.0,10,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Shrug (Dumbbell)",1,35.0,15,0,0,"",,
2023-01-05 17:49:33,"Push",46min,"Shrug (Dumbbell)",2,35.0,15,0,0,,,
2023-01-05 17:49:33,"Push",46min,"Shrug (Dumbbell)",3,35.0,15,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Hack Squat",1,180.0,10,0,0,"","",
2023-01-07 18:11:19,"Legs",1h 12min,"Hack Squat",2,230.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Hack Squat",3,270.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Hack Squat",4,320.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Seated Leg Press (Machine)",1,307.0,10,0,0,"",,
2023-01-07 18:11:19,"Legs",1h 12min,"Seated Leg Press (Machine)",2,347.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Seated Leg Press (Machine)",3,397.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Seated Leg Press (Machine)",4,437.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Lying Leg Curl (Machine)",1,35.0,10,0,0,"",,
2023-01-07 18:11:19,"Legs",1h 12min,"Lying Leg Curl (Machine)",2,40.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Lying Leg Curl (Machine)",3,42.5,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Lying Leg Curl (Machine)",4,45.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Seated Calf Raise (Machine)",1,115.0,12,0,0,"",,
2023-01-07 18:11:19,"Legs",1h 12min,"Seated Calf Raise (Machine)",2,115.0,12,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Seated Calf Raise (Machine)",3,115.0,12,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Seated Calf Raise (Machine)",4,115.0,12,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Hip Abductor (Machine)",1,100.0,10,0,0,"",,
2023-01-07 18:11:19,"Legs",1h 12min,"Hip Abductor (Machine)",2,115.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Hip Abductor (Machine)",3,130.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Pendulum Squat ",1,180.0,10,0,0,"",,
2023-01-07 18:11:19,"Legs",1h 12min,"Pendulum Squat ",2,230.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Pendulum Squat ",3,270.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Hip Adductor (Machine)",1,115.0,10,0,0,"",,
2023-01-07 18:11:19,"Legs",1h 12min,"Hip Adductor (Machine)",2,130.0,10,0,0,,,
2023-01-07 18:11:19,"Legs",1h 12min,"Hip Adductor (Machine)",3,145.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Seated Row (Machine)",1,105.0,10,0,0,"","",
2023-01-07 19:23:54,"Pull",1h 5min,"Seated Row (Machine)",2,110.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Seated Row (Machine)",3,115.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Seated Row (Machine)",4,120.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown - Wide Grip (Cable)",1,100.0,10,0,0,"",,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown - Wide Grip (Cable)",2,105.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown - Wide Grip (Cable)",3,110.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown - Wide Grip (Cable)",4,115.0,7,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown - Wide Grip (Cable)",5,115.0,3,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown (Machine)",1,100.0,10,0,0,"",,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown (Machine)",2,105.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown (Machine)",3,110.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Lat Pulldown (Machine)",4,115.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Reverse Fly (Cable)",1,85.0,10,0,0,"",,
2023-01-07 19:23:54,"Pull",1h 5min,"Reverse Fly (Cable)",2,85.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Reverse Fly (Cable)",3,100.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Barbell)",1,20.0,12,0,0,"",,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Barbell)",2,25.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Barbell)",4,35.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Cable)",1,130.0,10,0,0,"",,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Cable)",2,140.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Cable)",3,149.99999999999997,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Cable)",4,160.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Dumbbell)",1,20.0,10,0,0,"",,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Dumbbell)",2,20.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Bicep Curl (Dumbbell)",3,20.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Upright Row (Cable)",1,90.0,10,0,0,"",,
2023-01-07 19:23:54,"Pull",1h 5min,"Upright Row (Cable)",2,100.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Upright Row (Cable)",3,110.0,10,0,0,,,
2023-01-07 19:23:54,"Pull",1h 5min,"Upright Row (Cable)",4,110.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Bench Press (Barbell)",1,95.0,10,0,0,"","",
2023-01-08 16:18:00,"Push",1h 15min,"Bench Press (Barbell)",2,105.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Bench Press (Barbell)",3,115.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Bench Press (Barbell)",4,125.0,4,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Shoulder Press (Machine)",1,80.0,10,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Shoulder Press (Machine)",2,82.5,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Shoulder Press (Machine)",3,87.5,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Shoulder Press (Machine)",4,90.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Fly",1,175.0,10,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Fly",2,190.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Fly",3,205.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Fly",4,220.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Press (Machine)",1,90.0,10,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Press (Machine)",2,95.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Press (Machine)",3,100.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Press (Machine)",4,105.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Triceps Extension",1,90.0,10,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Triceps Extension",2,90.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Triceps Extension",3,100.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Triceps Extension",4,100.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Triceps Extension",5,110.0,9,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Front Raise (Plate)",1,35.0,10,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Front Raise (Plate)",2,35.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Front Raise (Plate)",3,35.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Fly (Band)",1,100.0,10,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Fly (Band)",2,100.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Fly (Band)",3,110.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Chest Fly (Band)",4,120.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Decline Crunch",1,30.0,10,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Decline Crunch",2,30.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Decline Crunch",3,30.0,10,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Russian Twist",1,30.0,20,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Russian Twist",2,30.0,20,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Russian Twist",3,30.0,20,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Shrug (Dumbbell)",1,35.0,15,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Shrug (Dumbbell)",2,35.0,15,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Shrug (Dumbbell)",3,35.0,15,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Shrug (Dumbbell)",4,35.0,15,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Bench Dip",1,0,20,0,0,"",,
2023-01-08 16:18:00,"Push",1h 15min,"Bench Dip",2,0,20,0,0,,,
2023-01-08 16:18:00,"Push",1h 15min,"Bench Dip",3,0,20,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Hack Squat",1,180.0,10,0,0,"","",
2023-01-10 18:26:22,"Legs",1h 15min,"Hack Squat",2,230.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Hack Squat",3,270.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Hack Squat",4,320.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Seated Leg Press (Machine)",1,307.0,10,0,0,"",,
2023-01-10 18:26:22,"Legs",1h 15min,"Seated Leg Press (Machine)",2,347.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Seated Leg Press (Machine)",3,397.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Seated Leg Press (Machine)",4,437.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Lying Leg Curl (Machine)",1,35.0,10,0,0,"",,
2023-01-10 18:26:22,"Legs",1h 15min,"Lying Leg Curl (Machine)",2,40.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Lying Leg Curl (Machine)",3,40.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Lying Leg Curl (Machine)",4,42.5,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Seated Calf Raise (Machine)",1,115.0,12,0,0,"",,
2023-01-10 18:26:22,"Legs",1h 15min,"Seated Calf Raise (Machine)",2,115.0,12,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Seated Calf Raise (Machine)",3,115.0,12,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Seated Calf Raise (Machine)",4,115.0,12,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Hip Abductor (Machine)",1,100.0,10,0,0,"",,
2023-01-10 18:26:22,"Legs",1h 15min,"Hip Abductor (Machine)",2,115.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Hip Abductor (Machine)",3,130.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Pendulum Squat ",1,180.0,10,0,0,"",,
2023-01-10 18:26:22,"Legs",1h 15min,"Pendulum Squat ",2,230.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Pendulum Squat ",3,270.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Hip Adductor (Machine)",1,115.0,10,0,0,"",,
2023-01-10 18:26:22,"Legs",1h 15min,"Hip Adductor (Machine)",2,130.0,10,0,0,,,
2023-01-10 18:26:22,"Legs",1h 15min,"Hip Adductor (Machine)",3,145.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Seated Row (Machine)",1,105.0,10,0,0,"","",
2023-01-11 18:37:00,"Pull",3h 39min,"Seated Row (Machine)",2,110.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Seated Row (Machine)",3,115.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Seated Row (Machine)",4,120.0,6,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown - Wide Grip (Cable)",1,105.0,10,0,0,"",,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown - Wide Grip (Cable)",2,110.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown - Wide Grip (Cable)",3,115.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown - Wide Grip (Cable)",4,115.0,5,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown - Wide Grip (Cable)",5,115.0,5,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown (Machine)",1,105.0,10,0,0,"",,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown (Machine)",2,110.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown (Machine)",3,115.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Lat Pulldown (Machine)",4,120.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Reverse Fly (Cable)",1,85.0,10,0,0,"",,
2023-01-11 18:37:00,"Pull",3h 39min,"Reverse Fly (Cable)",2,85.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Reverse Fly (Cable)",3,100.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Reverse Fly (Cable)",4,100.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Barbell)",1,20.0,12,0,0,"",,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Barbell)",2,30.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Barbell)",4,35.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Cable)",1,130.0,10,0,0,"",,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Cable)",2,140.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Cable)",3,149.99999999999997,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Cable)",4,160.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Dumbbell)",1,20.0,10,0,0,"",,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Dumbbell)",2,20.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Bicep Curl (Dumbbell)",3,20.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Upright Row (Cable)",1,90.0,10,0,0,"",,
2023-01-11 18:37:00,"Pull",3h 39min,"Upright Row (Cable)",2,100.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Upright Row (Cable)",3,110.0,10,0,0,,,
2023-01-11 18:37:00,"Pull",3h 39min,"Upright Row (Cable)",4,120.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Bench Press (Barbell)",1,95.0,10,0,0,"","",
2023-01-13 18:07:49,"Push",1h 16min,"Bench Press (Barbell)",2,105.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Bench Press (Barbell)",3,115.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Bench Press (Barbell)",4,115.0,8,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Bench Press (Barbell)",5,95.0,12,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Shoulder Press (Machine)",1,80.0,8,0,0,"",,
2023-01-13 18:07:49,"Push",1h 16min,"Shoulder Press (Machine)",2,80.0,6,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Shoulder Press (Machine)",3,70.0,5,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Shoulder Press (Machine)",4,70.0,5,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Fly",1,175.0,10,0,0,"",,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Fly",2,190.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Fly",3,205.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Fly",4,220.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Press (Machine)",1,90.0,10,0,0,"",,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Press (Machine)",2,95.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Press (Machine)",3,100.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Press (Machine)",4,105.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Triceps Extension",1,90.0,10,0,0,"",,
2023-01-13 18:07:49,"Push",1h 16min,"Triceps Extension",2,100.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Triceps Extension",3,100.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Triceps Extension",4,100.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Triceps Extension",5,100.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Front Raise (Plate)",1,25.0,10,0,0,"",,
2023-01-13 18:07:49,"Push",1h 16min,"Front Raise (Plate)",2,25.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Front Raise (Plate)",3,25.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Front Raise (Plate)",4,25.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Fly (Band)",1,90.0,10,0,0,"",,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Fly (Band)",2,100.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Fly (Band)",3,110.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Chest Fly (Band)",4,120.0,10,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Shrug (Dumbbell)",1,35.0,15,0,0,"",,
2023-01-13 18:07:49,"Push",1h 16min,"Shrug (Dumbbell)",2,35.0,15,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Shrug (Dumbbell)",3,35.0,15,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Shrug (Dumbbell)",4,35.0,15,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Bench Dip",1,0,20,0,0,"",,
2023-01-13 18:07:49,"Push",1h 16min,"Bench Dip",2,0,20,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Bench Dip",3,0,20,0,0,,,
2023-01-13 18:07:49,"Push",1h 16min,"Bench Dip",4,0,20,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Hack Squat",1,180.0,10,0,0,"","",
2023-01-14 20:40:28,"Legs",32s,"Hack Squat",2,230.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Hack Squat",3,270.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Hack Squat",4,320.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Seated Leg Press (Machine)",1,307.0,10,0,0,"",,
2023-01-14 20:40:28,"Legs",32s,"Seated Leg Press (Machine)",2,347.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Seated Leg Press (Machine)",3,397.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Seated Leg Press (Machine)",4,437.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Lying Leg Curl (Machine)",1,35.0,10,0,0,"",,
2023-01-14 20:40:28,"Legs",32s,"Lying Leg Curl (Machine)",2,40.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Lying Leg Curl (Machine)",3,40.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Lying Leg Curl (Machine)",4,35.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Seated Calf Raise (Machine)",1,115.0,12,0,0,"",,
2023-01-14 20:40:28,"Legs",32s,"Seated Calf Raise (Machine)",2,115.0,12,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Seated Calf Raise (Machine)",3,115.0,12,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Seated Calf Raise (Machine)",4,115.0,12,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Hip Abductor (Machine)",1,100.0,10,0,0,"",,
2023-01-14 20:40:28,"Legs",32s,"Hip Abductor (Machine)",2,115.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Hip Abductor (Machine)",3,130.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Pendulum Squat ",1,180.0,10,0,0,"",,
2023-01-14 20:40:28,"Legs",32s,"Pendulum Squat ",2,230.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Pendulum Squat ",3,270.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Hip Adductor (Machine)",1,115.0,10,0,0,"",,
2023-01-14 20:40:28,"Legs",32s,"Hip Adductor (Machine)",2,130.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Hip Adductor (Machine)",3,145.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Decline Crunch",1,30.0,10,0,0,"",,
2023-01-14 20:40:28,"Legs",32s,"Decline Crunch",2,30.0,10,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Russian Twist",1,30.0,20,0,0,"",,
2023-01-14 20:40:28,"Legs",32s,"Russian Twist",2,30.0,20,0,0,,,
2023-01-14 20:40:28,"Legs",32s,"Russian Twist",3,30.0,20,0,0,,,
2023-01-15 19:25:32,"Pull",1h 43min,"Seated Row (Machine)",1,110.0,10,0,0,"","",
2023-01-15 19:25:32,"Pull",1h 43min,"Seated Row (Machine)",2,115.0,10,0,0,,,
2023-01-15 19:25:32,"Pull",1h 43min,"Seated Row (Machine)",3,120.0,10,0,0,,,
2023-01-15 19:25:32,"Pull",1h 43min,"Seated Row (Machine)",4,125.0,10,0,0,,,
2023-01-15 19:25:32,"Pull",1h 43min,"Lat Pulldown - Wide Grip (Cable)",1,100.0,10,0,0,"",,
2023-01-15 19:25:32,"Pull",1h 43min,"Lat Pulldown - Wide Grip (Cable)",2,105.0,10,0,0,,,
2023-01-15 19:25:32,"Pull",1h 43min,"Lat Pulldown - Wide Grip (Cable)",3,110.0,10,0,0,,,
